Province/State,Country/Region,Last Update,Confirmed,Recovered,Death
,Cambodia,2/3/2020 0:43,1,0,0
Jilin,Mainland China,2/3/2020 0:53,31,1,0
Anhui,Mainland China,2/3/2020 0:53,408,7,0
Jilin,Mainland China,2/3/2020 0:53,31,1,0
Guizhou,Mainland China,2/3/2020 1:03,46,2,0
Henan,Mainland China,2/3/2020 1:03,566,14,2
Jiangsu,Mainland China,2/3/2020 1:03,271,7,0
Sichuan,Mainland China,2/3/2020 1:03,254,12,1
Guizhou,Mainland China,2/3/2020 1:03,46,2,0
Xinjiang,Mainland China,2/3/2020 1:13,24,0,0
Shandong,Mainland China,2/3/2020 1:13,246,6,0
Xinjiang,Mainland China,2/3/2020 1:13,24,0,0
Jiangxi,Mainland China,2/3/2020 1:33,391,18,0
Zhejiang,Mainland China,2/3/2020 1:33,724,36,0
Guangdong,Mainland China,2/3/2020 1:33,683,15,0
Hunan,Mainland China,2/3/2020 1:33,521,16,0
Jiangxi,Mainland China,2/3/2020 1:33,391,18,0
Shaanxi,Mainland China,2/3/2020 2:33,128,0,0
Qinghai,Mainland China,2/3/2020 2:43,13,0,0
Inner Mongolia,Mainland China,2/3/2020 3:03,34,1,0
Inner Mongolia,Mainland China,2/3/2020 3:03,34,1,0
Shanxi,Mainland China,2/3/2020 3:23,66,2,0
"San Benito, CA",United States,2/3/2020 3:53,2,0,0
"San Benito, CA",United States,2/3/2020 3:53,2,0,0
"San Benito, CA",United States,2/3/2020 3:53,2,0,0
"San Benito, CA",United States,2/3/2020 3:53,2,0,0
"San Benito, CA",United States,2/3/2020 3:53,2,0,0
"San Benito, CA",United States,2/3/2020 3:53,2,0,0
Shanghai,Mainland China,2/3/2020 7:03,203,10,1
Heilongjiang,Mainland China,2/3/2020 7:13,121,2,2
Chongqing,Mainland China,2/3/2020 8:33,312,8,2
Ningxia,Mainland China,2/3/2020 8:33,31,1,0
Beijing,Mainland China,2/3/2020 9:23,212,12,1
Beijing,Mainland China,2/3/2020 9:23,212,12,1
Hunan,Mainland China,2/3/2020 11:03,521,22,0
Jiangsu,Mainland China,2/3/2020 11:03,271,8,0
Sichuan,Mainland China,2/3/2020 11:23,254,14,1
Fujian,Mainland China,2/3/2020 11:33,179,1,0
Fujian,Mainland China,2/3/2020 11:33,179,1,0
Guangxi,Mainland China,2/3/2020 12:33,127,7,0
Guangdong,Mainland China,2/3/2020 12:53,725,21,0
Yunnan,Mainland China,2/3/2020 12:53,114,5,0
Hubei,Mainland China,2/3/2020 13:33,11177,300,350
Zhejiang,Mainland China,2/3/2020 13:33,724,43,0
Tianjin,Mainland China,2/3/2020 13:53,60,1,0
Tianjin,Mainland China,2/3/2020 13:53,60,1,0
Liaoning,Mainland China,2/3/2020 17:11,74,1,0
Henan,Mainland China,2/3/2020 17:11,566,16,2
Anhui,Mainland China,2/3/2020 17:11,408,14,0
Shandong,Mainland China,2/3/2020 17:11,259,7,0
Liaoning,Mainland China,2/3/2020 17:11,74,1,0
Hainan,Mainland China,2/3/2020 17:11,72,4,1
,Germany,2/3/2020 20:53,12,0,0
,Germany,2/3/2020 20:53,12,0,0
,Germany,2/3/2020 20:53,12,0,0
,Germany,2/3/2020 20:53,12,0,0
,Germany,2/3/2020 20:53,12,0,0
,Vietnam,2/3/2020 21:43,8,1,0
,India,2/3/2020 21:43,3,0,0
,Vietnam,2/3/2020 21:43,8,1,0
,India,2/3/2020 21:43,3,0,0
,Vietnam,2/3/2020 21:43,8,1,0
,India,2/3/2020 21:43,3,0,0
,Vietnam,2/3/2020 21:43,8,1,0
,India,2/3/2020 21:43,3,0,0
,Vietnam,2/3/2020 21:43,8,1,0
,India,2/3/2020 21:43,3,0,0
Gansu,Mainland China,2/3/2020 23:03,55,3,0
Gansu,Mainland China,2/3/2020 23:03,55,3,0
Shanxi,Mainland China,2/3/2020 23:13,74,2,0
Yunnan,Mainland China,2/3/2020 23:23,117,5,0
Chongqing,Mainland China,2/3/2020 23:43,337,9,2
"London, ON",Canada,2/4/2020 0:03,1,0,0
"London, ON",Canada,2/4/2020 0:03,1,0,0
"London, ON",Canada,2/4/2020 0:03,1,0,0
"London, ON",Canada,2/4/2020 0:03,1,0,0
"London, ON",Canada,2/4/2020 0:03,1,0,0
"Toronto, ON",Canada,2/4/2020 0:13,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,2,0,0
Shanghai,Mainland China,2/4/2020 0:13,208,10,1
"Toronto, ON",Canada,2/4/2020 0:13,2,0,0
Jilin,Mainland China,2/4/2020 0:23,42,1,0
Jilin,Mainland China,2/4/2020 0:23,42,1,0
Hebei,Mainland China,2/4/2020 0:23,126,3,1
Jilin,Mainland China,2/4/2020 0:23,42,1,0
Guangxi,Mainland China,2/4/2020 0:33,139,7,0
Anhui,Mainland China,2/4/2020 0:43,480,14,0
Hainan,Mainland China,2/4/2020 0:43,79,4,1
Shandong,Mainland China,2/4/2020 0:53,270,7,0
Heilongjiang,Mainland China,2/4/2020 0:53,155,2,2
Jiangsu,Mainland China,2/4/2020 1:03,308,8,0
Guizhou,Mainland China,2/4/2020 1:03,56,2,0
Hubei,Mainland China,2/4/2020 1:23,13522,396,414
Henan,Mainland China,2/4/2020 1:23,675,20,2
Xinjiang,Mainland China,2/4/2020 1:33,29,0,0
Qinghai,Mainland China,2/4/2020 1:33,15,0,0
Xinjiang,Mainland China,2/4/2020 1:33,29,0,0
Qinghai,Mainland China,2/4/2020 1:33,15,0,0
Xinjiang,Mainland China,2/4/2020 1:33,29,0,0
Qinghai,Mainland China,2/4/2020 1:33,15,0,0
Sichuan,Mainland China,2/4/2020 1:43,282,14,1
Jiangxi,Mainland China,2/4/2020 1:43,476,19,0
Sichuan,Mainland China,2/4/2020 1:43,282,14,1
Zhejiang,Mainland China,2/4/2020 1:43,829,48,0
Guangdong,Mainland China,2/4/2020 1:43,797,21,0
Hunan,Mainland China,2/4/2020 1:43,593,22,0
Jiangxi,Mainland China,2/4/2020 1:43,476,19,0
Sichuan,Mainland China,2/4/2020 1:43,282,14,1
Ningxia,Mainland China,2/4/2020 2:13,34,1,0
Ningxia,Mainland China,2/4/2020 2:13,34,1,0
Ningxia,Mainland China,2/4/2020 2:13,34,1,0
Ningxia,Mainland China,2/4/2020 2:13,34,1,0
Ningxia,Mainland China,2/4/2020 2:13,34,1,0
Shaanxi,Mainland China,2/4/2020 2:33,142,1,0
Inner Mongolia,Mainland China,2/4/2020 3:03,35,1,0
Inner Mongolia,Mainland China,2/4/2020 3:03,35,1,0
Macau,Macau,2/4/2020 4:43,10,0,0
Macau,Macau,2/4/2020 4:43,10,0,0
Macau,Macau,2/4/2020 4:43,10,0,0
Macau,Macau,2/4/2020 4:43,10,0,0
Anhui,Mainland China,2/4/2020 5:33,480,20,0
Anhui,Mainland China,2/4/2020 5:33,480,20,0
Guangxi,Mainland China,2/4/2020 5:53,139,10,0
Guangxi,Mainland China,2/4/2020 5:53,139,10,0
Shanghai,Mainland China,2/4/2020 6:33,219,12,1
Shanghai,Mainland China,2/4/2020 6:33,219,12,1
Yunnan,Mainland China,2/4/2020 7:03,119,5,0
Yunnan,Mainland China,2/4/2020 7:03,119,5,0
,Malaysia,2/4/2020 7:33,10,0,0
,Malaysia,2/4/2020 7:33,10,0,0
,Malaysia,2/4/2020 7:33,10,0,0
Heilongjiang,Mainland China,2/4/2020 7:43,155,4,2
Heilongjiang,Mainland China,2/4/2020 7:43,155,4,2
Chongqing,Mainland China,2/4/2020 8:23,344,9,2
Chongqing,Mainland China,2/4/2020 8:23,344,9,2
Beijing,Mainland China,2/4/2020 8:33,228,23,1
Beijing,Mainland China,2/4/2020 8:33,228,23,1
Beijing,Mainland China,2/4/2020 8:33,228,23,1
Hebei,Mainland China,2/4/2020 8:53,126,4,1
Hebei,Mainland China,2/4/2020 8:53,126,4,1
Liaoning,Mainland China,2/4/2020 8:53,77,2,0
Hong Kong,Hong Kong,2/4/2020 9:03,17,0,1
Hong Kong,Hong Kong,2/4/2020 9:03,17,0,1
Hubei,Mainland China,2/4/2020 9:43,13522,397,414
Hubei,Mainland China,2/4/2020 9:43,13522,397,414
Guizhou,Mainland China,2/4/2020 10:43,58,2,0
Guizhou,Mainland China,2/4/2020 10:43,58,2,0
Hainan,Mainland China,2/4/2020 11:33,80,5,1
Hainan,Mainland China,2/4/2020 11:33,80,5,1
Hunan,Mainland China,2/4/2020 11:43,593,30,0
Henan,Mainland China,2/4/2020 11:53,675,27,2
Jiangsu,Mainland China,2/4/2020 11:53,308,12,0
Henan,Mainland China,2/4/2020 11:53,675,27,2
Jiangsu,Mainland China,2/4/2020 11:53,308,12,0
Shandong,Mainland China,2/4/2020 12:03,275,11,0
Shandong,Mainland China,2/4/2020 12:03,275,11,0
Fujian,Mainland China,2/4/2020 12:13,194,3,0
Fujian,Mainland China,2/4/2020 12:13,194,3,0
Fujian,Mainland China,2/4/2020 12:13,194,3,0
Shaanxi,Mainland China,2/4/2020 12:33,142,2,0
Shanxi,Mainland China,2/4/2020 12:33,74,4,0
Shaanxi,Mainland China,2/4/2020 12:33,142,2,0
Shanxi,Mainland China,2/4/2020 12:33,74,4,0
Zhejiang,Mainland China,2/4/2020 13:03,829,62,0
Guangdong,Mainland China,2/4/2020 13:03,813,30,0
Zhejiang,Mainland China,2/4/2020 13:03,829,62,0
Guangdong,Mainland China,2/4/2020 13:03,813,30,0
Tianjin,Mainland China,2/4/2020 13:03,67,1,0
Tianjin,Mainland China,2/4/2020 13:33,67,2,0
Tianjin,Mainland China,2/4/2020 13:33,67,2,0
Hunan,Mainland China,2/4/2020 14:03,593,31,0
Liaoning,Mainland China,2/4/2020 14:13,81,2,0
Liaoning,Mainland China,2/4/2020 14:13,81,2,0
Jiangxi,Mainland China,2/4/2020 14:43,476,20,0
Taiwan,Taiwan,2/4/2020 14:53,11,0,0
Taiwan,Taiwan,2/4/2020 14:53,11,0,0
Taiwan,Taiwan,2/4/2020 14:53,11,0,0
,Thailand,2/4/2020 15:33,25,5,0
,Thailand,2/4/2020 15:33,25,5,0
,Singapore,2/4/2020 15:33,24,0,0
,South Korea,2/4/2020 15:33,16,0,0
,Thailand,2/4/2020 15:33,25,5,0
,Singapore,2/4/2020 15:33,24,0,0
,South Korea,2/4/2020 15:33,16,0,0
,Belgium,2/4/2020 15:43,1,0,0
Gansu,Mainland China,2/4/2020 15:43,57,4,0
,Belgium,2/4/2020 15:43,1,0,0
Gansu,Mainland China,2/4/2020 15:43,57,4,0
,Belgium,2/4/2020 15:43,1,0,0
,Japan,2/4/2020 16:43,22,1,0
,Japan,2/4/2020 16:43,22,1,0
,Japan,2/4/2020 16:43,22,1,0
Queensland,Australia,2/4/2020 16:53,3,0,0
Queensland,Australia,2/4/2020 16:53,3,0,0
Queensland,Australia,2/4/2020 16:53,3,0,0
Yunnan,Mainland China,2/4/2020 23:23,122,5,0
Shanxi,Mainland China,2/4/2020 23:23,81,4,0
Hubei,Mainland China,2/4/2020 23:43,16678,522,479
Chongqing,Mainland China,2/5/2020 0:13,366,14,2
Shanghai,Mainland China,2/5/2020 0:23,233,12,1
Guangxi,Mainland China,2/5/2020 0:43,150,10,0
Jilin,Mainland China,2/5/2020 0:43,54,1,0
Sichuan,Mainland China,2/5/2020 0:53,301,23,1
Shandong,Mainland China,2/5/2020 1:03,298,13,0
Henan,Mainland China,2/5/2020 1:13,764,41,2
Anhui,Mainland China,2/5/2020 1:13,530,20,0
Heilongjiang,Mainland China,2/5/2020 1:23,190,4,2
Guizhou,Mainland China,2/5/2020 1:23,64,5,0
Qinghai,Mainland China,2/5/2020 1:23,17,0,0
Jiangxi,Mainland China,2/5/2020 1:33,548,27,0
Zhejiang,Mainland China,2/5/2020 1:33,895,63,0
Jiangxi,Mainland China,2/5/2020 1:33,548,27,0
Hunan,Mainland China,2/5/2020 1:43,661,35,0
Inner Mongolia,Mainland China,2/5/2020 1:53,42,1,0
Xinjiang,Mainland China,2/5/2020 2:03,32,0,0
Guangdong,Mainland China,2/5/2020 2:03,870,32,0
Xinjiang,Mainland China,2/5/2020 2:03,32,0,0
Hong Kong,Hong Kong,2/5/2020 2:33,18,0,1
Jiangsu,Mainland China,2/5/2020 2:43,341,13,0
Shaanxi,Mainland China,2/5/2020 2:43,165,2,0
Hebei,Mainland China,2/5/2020 2:53,135,4,1
Hainan,Mainland China,2/5/2020 2:53,91,4,1
Qinghai,Mainland China,2/5/2020 3:13,17,3,0
Tianjin,Mainland China,2/5/2020 3:43,69,2,1
Beijing,Mainland China,2/5/2020 5:43,253,24,1
Shanghai,Mainland China,2/5/2020 6:23,243,15,1
Yunnan,Mainland China,2/5/2020 7:43,124,5,0
Shaanxi,Mainland China,2/5/2020 8:43,165,6,0
Inner Mongolia,Mainland China,2/5/2020 8:53,42,3,0
Chongqing,Mainland China,2/5/2020 9:13,376,15,2
Shandong,Mainland China,2/5/2020 10:13,307,15,0
Sichuan,Mainland China,2/5/2020 10:13,301,24,1
Jilin,Mainland China,2/5/2020 11:03,54,2,0
Hebei,Mainland China,2/5/2020 11:23,135,6,1
Guangxi,Mainland China,2/5/2020 12:03,150,13,0
Heilongjiang,Mainland China,2/5/2020 12:13,190,7,2
Fujian,Mainland China,2/5/2020 12:33,205,11,0
Guizhou,Mainland China,2/5/2020 12:33,64,9,1
Jiangsu,Mainland China,2/5/2020 12:43,341,23,0
Hong Kong,Hong Kong,2/5/2020 13:13,21,0,1
Guangdong,Mainland China,2/5/2020 13:23,895,49,0
Anhui,Mainland China,2/5/2020 13:43,530,23,0
Henan,Mainland China,2/5/2020 15:03,764,47,2
Zhejiang,Mainland China,2/5/2020 15:13,895,78,0
Hunan,Mainland China,2/5/2020 15:23,661,54,0
Liaoning,Mainland China,2/5/2020 15:23,89,4,0
Shanxi,Mainland China,2/5/2020 15:23,81,5,0
,South Korea,2/5/2020 15:33,19,0,0
,Malaysia,2/5/2020 15:43,12,0,0
Gansu,Mainland China,2/5/2020 16:23,62,6,0
,Singapore,2/5/2020 16:33,28,0,0
Hubei,Mainland China,2/5/2020 16:43,16678,538,479
Hainan,Mainland China,2/5/2020 16:43,99,5,1
Xinjiang,Mainland China,2/6/2020 1:13,36,0,0
,Vietnam,2/6/2020 1:13,10,0,1
Ningxia,Mainland China,2/6/2020 2:13,40,0,1
Qinghai,Mainland China,2/6/2020 2:13,18,0,3
Inner Mongolia,Mainland China,2/6/2020 2:23,46,0,4
Jiangxi,Mainland China,2/6/2020 2:33,600,0,37
,Japan,2/6/2020 2:53,45,0,1
,South Korea,2/6/2020 2:53,23,0,0
Queensland,Australia,2/6/2020 2:53,4,0,0
New South Wales,Australia,2/6/2020 3:13,4,0,2
Beijing,Mainland China,2/6/2020 3:23,274,1,31
Guangxi,Mainland China,2/6/2020 4:13,168,0,14
Tianjin,Mainland China,2/6/2020 6:23,78,1,2
Shanghai,Mainland China,2/6/2020 6:53,257,1,25
Shandong,Mainland China,2/6/2020 7:53,347,0,27
Jiangsu,Mainland China,2/6/2020 8:03,373,0,34
Sichuan,Mainland China,2/6/2020 8:03,321,1,31
Heilongjiang,Mainland China,2/6/2020 8:13,227,3,8
Yunnan,Mainland China,2/6/2020 9:43,133,0,7
Guizhou,Mainland China,2/6/2020 9:53,71,1,6
Zhejiang,Mainland China,2/6/2020 10:53,954,0,94
Fujian,Mainland China,2/6/2020 11:03,215,0,14
Hainan,Mainland China,2/6/2020 11:13,106,1,8
Henan,Mainland China,2/6/2020 11:23,851,2,56
Guangdong,Mainland China,2/6/2020 12:43,970,0,69
Hunan,Mainland China,2/6/2020 13:13,711,0,81
Anhui,Mainland China,2/6/2020 13:33,591,0,34
Chongqing,Mainland China,2/6/2020 13:43,400,2,24
Shaanxi,Mainland China,2/6/2020 13:53,173,0,9
Hebei,Mainland China,2/6/2020 13:53,157,1,13
Jilin,Mainland China,2/6/2020 14:23,59,0,4
Macau,Macau,2/6/2020 14:23,10,0,1
Liaoning,Mainland China,2/6/2020 14:33,94,0,5
Hong Kong,Hong Kong,2/6/2020 14:43,24,1,0
Taiwan,Taiwan,2/6/2020 15:03,16,0,1
Shanxi,Mainland China,2/6/2020 23:03,96,0,12
Hubei,Mainland China,2/6/2020 23:23,22112,618,817
Guangxi,Mainland China,2/7/2020 0:33,172,0,17
Jilin,Mainland China,2/7/2020 0:43,65,1,4
Queensland,Australia,2/7/2020 1:03,5,0,0
Jiangxi,Mainland China,2/7/2020 1:23,661,0,45
Xinjiang,Mainland China,2/7/2020 1:43,39,0,0
Gansu,Mainland China,2/7/2020 2:33,67,0,9
,Singapore,2/7/2020 3:03,30,0,0
,South Korea,2/7/2020 3:03,24,0,1
Beijing,Mainland China,2/7/2020 3:23,297,1,33
,Japan,2/7/2020 4:13,25,0,1
Anhui,Mainland China,2/7/2020 5:13,665,0,47
Tianjin,Mainland China,2/7/2020 5:43,81,1,2
British Columbia,Canada,2/7/2020 5:43,4,0,0
Shanghai,Mainland China,2/7/2020 6:14,277,1,30
Heilongjiang,Mainland China,2/7/2020 7:43,277,3,12
Sichuan,Mainland China,2/7/2020 8:23,344,1,42
Shaanxi,Mainland China,2/7/2020 8:23,184,0,17
,Malaysia,2/7/2020 9:13,12,0,1
Guangdong,Mainland China,2/7/2020 10:13,1034,1,88
Guizhou,Mainland China,2/7/2020 11:13,81,1,6
Inner Mongolia,Mainland China,2/7/2020 11:13,50,0,5
Ningxia,Mainland China,2/7/2020 11:13,43,0,5
Zhejiang,Mainland China,2/7/2020 11:33,1006,0,123
Hunan,Mainland China,2/7/2020 11:33,772,0,112
Shandong,Mainland China,2/7/2020 11:33,386,0,37
Hong Kong,Hong Kong,2/7/2020 11:53,25,1,0
Chongqing,Mainland China,2/7/2020 12:03,415,2,31
Hebei,Mainland China,2/7/2020 12:03,172,1,22
Hainan,Mainland China,2/7/2020 12:33,117,2,10
Shanxi,Mainland China,2/7/2020 12:33,96,0,15
Fujian,Mainland China,2/7/2020 13:23,224,0,20
Hubei,Mainland China,2/7/2020 14:03,22112,618,867
Henan,Mainland China,2/7/2020 14:03,914,3,86
Jiangsu,Mainland China,2/7/2020 14:03,408,0,43
Liaoning,Mainland China,2/7/2020 15:33,99,0,7
Cruise Ship,Others,2/7/2020 16:33,61,0,0
,Germany,2/7/2020 16:33,13,0,0
,Philippines,2/7/2020 16:43,3,1,0
,Italy,2/7/2020 17:53,3,0,0
,UK,2/7/2020 18:33,3,0,0
Yunnan,Mainland China,2/7/2020 23:23,138,0,12
Hong Kong,Hong Kong,2/8/2020 0:03,26,1,0
Jilin,Mainland China,2/8/2020 0:13,69,1,4
Guangxi,Mainland China,2/8/2020 0:23,183,0,17
Jiangxi,Mainland China,2/8/2020 1:23,698,0,55
Beijing,Mainland China,2/8/2020 3:13,315,2,34
Xinjiang,Mainland China,2/8/2020 3:23,42,0,0
Inner Mongolia,Mainland China,2/8/2020 3:33,52,0,5
,Sri Lanka,2/8/2020 3:43,1,0,1
Heilongjiang,Mainland China,2/8/2020 4:03,295,5,13
Taiwan,Taiwan,2/8/2020 5:23,17,0,1
Shanghai,Mainland China,2/8/2020 6:33,286,1,41
Guizhou,Mainland China,2/8/2020 6:43,89,1,7
,United Arab Emirates,2/8/2020 7:03,7,0,0
Shanxi,Mainland China,2/8/2020 7:13,104,0,20
,Vietnam,2/8/2020 7:23,13,0,1
Anhui,Mainland China,2/8/2020 7:43,733,0,59
Fujian,Mainland China,2/8/2020 8:13,239,0,24
Tianjin,Mainland China,2/8/2020 8:23,88,1,4
Yunnan,Mainland China,2/8/2020 8:43,138,0,17
Ningxia,Mainland China,2/8/2020 9:13,45,0,15
,France,2/8/2020 9:53,11,0,0
Shaanxi,Mainland China,2/8/2020 10:13,195,0,20
Jiangsu,Mainland China,2/8/2020 10:23,439,0,51
Hainan,Mainland China,2/8/2020 10:23,124,2,14
,Malaysia,2/8/2020 10:23,16,0,1
Zhejiang,Mainland China,2/8/2020 10:53,1048,0,175
Chongqing,Mainland China,2/8/2020 11:03,428,2,39
Shandong,Mainland China,2/8/2020 11:33,416,0,44
Hebei,Mainland China,2/8/2020 11:33,195,1,30
Guangdong,Mainland China,2/8/2020 11:53,1095,1,112
Liaoning,Mainland China,2/8/2020 11:53,105,0,8
Hunan,Mainland China,2/8/2020 12:53,803,1,156
,Singapore,2/8/2020 12:53,33,0,2
,Thailand,2/8/2020 12:53,32,0,10
Hubei,Mainland China,2/8/2020 14:03,24953,699,1218
Henan,Mainland China,2/8/2020 14:13,981,4,116
Gansu,Mainland China,2/8/2020 15:13,79,1,12
Sichuan,Mainland China,2/8/2020 15:23,364,1,60
Yunnan,Mainland China,2/9/2020 0:13,140,0,17
Guangxi,Mainland China,2/9/2020 0:33,195,1,18
Chongqing,Mainland China,2/9/2020 0:43,446,2,39
Jilin,Mainland China,2/9/2020 0:53,78,1,5
Heilongjiang,Mainland China,2/9/2020 1:03,307,6,13
Hebei,Mainland China,2/9/2020 1:03,206,2,30
Henan,Mainland China,2/9/2020 1:13,1033,6,131
Hunan,Mainland China,2/9/2020 1:13,838,1,159
Sichuan,Mainland China,2/9/2020 1:13,386,1,60
Anhui,Mainland China,2/9/2020 1:23,779,1,59
Jiangxi,Mainland China,2/9/2020 1:23,740,0,72
Guizhou,Mainland China,2/9/2020 1:23,96,1,7
Xinjiang,Mainland China,2/9/2020 1:23,45,0,0
Shanghai,Mainland China,2/9/2020 1:33,292,1,41
Guangdong,Mainland China,2/9/2020 1:53,1120,1,125
Hainan,Mainland China,2/9/2020 1:53,128,2,15
Ningxia,Mainland China,2/9/2020 2:03,45,0,13
Shandong,Mainland China,2/9/2020 2:13,435,1,50
Inner Mongolia,Mainland China,2/9/2020 2:23,54,0,5
,South Korea,2/9/2020 2:33,25,0,3
,Singapore,2/9/2020 2:43,40,0,2
Hubei,Mainland China,2/9/2020 3:03,27100,780,1440
Zhejiang,Mainland China,2/9/2020 3:03,1075,0,185
Shaanxi,Mainland China,2/9/2020 3:03,208,0,25
Jiangsu,Mainland China,2/9/2020 3:33,468,0,58
Beijing,Mainland China,2/9/2020 3:43,326,2,37
Fujian,Mainland China,2/9/2020 3:43,250,0,26
Tianjin,Mainland China,2/9/2020 4:03,90,1,4
Xinjiang,Mainland China,2/10/2020 1:13,49,0,0
Ningxia,Mainland China,2/10/2020 1:43,49,0,13
Inner Mongolia,Mainland China,2/10/2020 2:43,58,0,5
,South Korea,2/10/2020 3:03,27,0,3
,Malaysia,2/10/2020 3:03,18,0,1
,Vietnam,2/10/2020 3:03,14,0,1
Beijing,Mainland China,2/10/2020 3:13,337,2,44
Shanghai,Mainland China,2/10/2020 6:03,299,1,48
Anhui,Mainland China,2/10/2020 7:23,830,3,88
Heilongjiang,Mainland China,2/10/2020 7:33,331,7,30
Shandong,Mainland China,2/10/2020 9:33,466,1,66
Hainan,Mainland China,2/10/2020 9:33,138,3,19
Yunnan,Mainland China,2/10/2020 9:43,149,0,19
Sichuan,Mainland China,2/10/2020 10:03,405,1,80
Hebei,Mainland China,2/10/2020 10:03,218,2,41
Hong Kong,Hong Kong,2/10/2020 10:13,38,1,0
Guizhou,Mainland China,2/10/2020 12:33,109,1,10
Shaanxi,Mainland China,2/10/2020 13:23,213,0,30
Guangdong,Mainland China,2/10/2020 13:43,1159,1,167
Henan,Mainland China,2/10/2020 13:53,1073,6,191
Hunan,Mainland China,2/10/2020 13:53,879,1,208
Jiangxi,Mainland China,2/10/2020 13:53,771,1,105
Jiangsu,Mainland China,2/10/2020 14:03,492,0,81
Fujian,Mainland China,2/10/2020 14:03,261,0,39
Guangxi,Mainland China,2/10/2020 14:03,210,1,24
Liaoning,Mainland China,2/10/2020 14:03,108,0,13
Zhejiang,Mainland China,2/10/2020 14:13,1092,0,242
Tianjin,Mainland China,2/10/2020 14:23,95,1,8
Diamond Princess cruise ship,Others,2/10/2020 16:03,135,0,0
,Singapore,2/10/2020 19:03,45,0,2
,UK,2/10/2020 19:03,8,0,0
,Japan,2/10/2020 21:33,26,0,4
,United Arab Emirates,2/10/2020 23:03,8,0,0
Hubei,Mainland China,2/10/2020 23:33,31728,974,2222
Chongqing,Mainland China,2/10/2020 23:43,486,2,66
Gansu,Mainland China,2/11/2020 0:13,86,2,21
Jilin,Mainland China,2/11/2020 0:23,81,1,13
"San Diego County, CA",US,2/11/2020 1:23,1,0,0
,Japan,2/11/2020 2:53,26,0,9
Beijing,Mainland China,2/11/2020 3:03,342,3,48
,Malaysia,2/11/2020 3:13,18,0,3
Shaanxi,Mainland China,2/11/2020 6:03,219,0,32
Hong Kong,Hong Kong,2/11/2020 9:43,49,1,0
Ningxia,Mainland China,2/11/2020 10:03,53,0,22
Qinghai,Mainland China,2/11/2020 11:23,18,0,5
Gansu,Mainland China,2/11/2020 15:23,86,2,24
,Singapore,2/11/2020 16:43,47,0,9
,Vietnam,2/11/2020 16:43,15,0,6
,Thailand,2/11/2020 18:43,33,0,10
,Germany,2/11/2020 19:33,16,0,0
Tianjin,Mainland China,2/11/2020 23:13,106,2,10
Hubei,Mainland China,2/11/2020 23:33,33366,1068,2639
Shanxi,Mainland China,2/11/2020 23:33,124,0,30
Chongqing,Mainland China,2/11/2020 23:53,505,3,79
,Finland,2/12/2020 0:03,1,0,1
,United Arab Emirates,2/12/2020 0:33,8,0,1
Jiangxi,Mainland China,2/12/2020 1:23,844,1,152
Xinjiang,Mainland China,2/12/2020 1:43,59,0,3
Beijing,Mainland China,2/12/2020 2:43,352,3,56
,Japan,2/12/2020 2:43,28,0,9
Diamond Princess cruise ship,Others,2/12/2020 4:23,175,0,0
Shanghai,Mainland China,2/12/2020 6:23,311,1,57
Tibet,Mainland China,2/12/2020 6:43,1,0,1
,Philippines,2/12/2020 7:43,3,1,1
,Cambodia,2/12/2020 7:43,1,0,1
Qinghai,Mainland China,2/12/2020 8:03,18,0,9
Chongqing,Mainland China,2/12/2020 8:53,509,3,87
Hainan,Mainland China,2/12/2020 9:43,157,3,27
Guizhou,Mainland China,2/12/2020 9:43,133,1,18
Hong Kong,Hong Kong,2/12/2020 9:53,50,1,1
Macau,Macau,2/12/2020 9:53,10,0,2
Zhejiang,Mainland China,2/12/2020 10:13,1131,0,321
Anhui,Mainland China,2/12/2020 10:13,889,4,127
Shanxi,Mainland China,2/12/2020 10:13,124,0,33
Shandong,Mainland China,2/12/2020 11:13,497,2,92
Hebei,Mainland China,2/12/2020 11:13,251,2,54
Shaanxi,Mainland China,2/12/2020 11:13,225,0,43
Inner Mongolia,Mainland China,2/12/2020 11:13,60,0,6
Ningxia,Mainland China,2/12/2020 11:13,58,0,24
Fujian,Mainland China,2/12/2020 11:53,272,0,53
Guangdong,Mainland China,2/12/2020 12:23,1219,1,275
Hunan,Mainland China,2/12/2020 12:43,946,2,304
Sichuan,Mainland China,2/12/2020 12:43,436,1,92
Liaoning,Mainland China,2/12/2020 13:33,116,1,20
Hubei,Mainland China,2/12/2020 14:13,33366,1068,2686
Henan,Mainland China,2/12/2020 14:13,1135,8,246
Jiangsu,Mainland China,2/12/2020 14:13,543,0,125
Heilongjiang,Mainland China,2/12/2020 14:13,378,8,31
Yunnan,Mainland China,2/12/2020 14:13,154,0,26
Jilin,Mainland China,2/12/2020 14:13,83,1,22
,South Korea,2/12/2020 14:43,28,0,7
,Russia,2/12/2020 14:43,2,0,2
,Nepal,2/12/2020 14:43,1,0,1
Guangxi,Mainland China,2/12/2020 15:03,222,1,32
Tianjin,Mainland China,2/12/2020 15:03,112,2,11
Gansu,Mainland China,2/12/2020 15:03,86,2,29
Hubei,Mainland China,2/13/2020 0:03,48206,1310,3441
Heilongjiang,Mainland China,2/13/2020 0:13,395,9,31
